,0
0,alea14
1,zaluar
2,zkratz1230
3,trmanley
4,aliciaaldenbro
5,luddan1337
6,tedorben
7,luarae
8,bri608
9,vinf523
10,tmac411
11,jackgryzzly
12,sawyerkindel
