,0
0,waylonfluff
1,presleyy15
2,hanimeguy
3,schaffrillas
4,stunninggun
5,godsgoldenglyph
6,kurstboy
7,sanjanass
8,mr_hollywood
9,ellefnning
10,stinkies
11,silentdawn
12,anglwrld
