,0
0,lespect
1,wiboni
2,luxias
3,vglrr
4,thaais
5,lulamkos
6,zazack
7,bibianabrum
8,lusba
9,fercorreia
10,massaricarlos
11,wondersicho
12,murilobb
13,liscas
14,cassiofds
15,nataliarosso
16,larissadr
17,lolaonthestorm
18,isaprsrtt
19,nikphobia
