,0
0,drewandrew
1,dreamworked
2,bittykels
3,suzql
4,nagsthename
5,daphine
6,smio
7,zainebb
8,chaantal
9,killareem
10,kiranalem
11,bnkwonta
12,feyissa
13,alialsaady
14,ayatzarrouk
15,lananhussejn
16,bettieee
17,nebiln
18,meriam
