,0
0,lucas_gesta
1,cursocinema
2,dicionariosde
3,alacarte_2022
4,notsganzerla
5,marciosallem
6,ronaldperrone
7,sergioalpendre
8,cahierspt_br
9,notbenard
10,vestidoscostura
11,notpauloemilio
12,michelcvg
13,notpaulinekael
14,joycepais
15,nicholascn
16,dudavalente
17,maxvalarezo
18,cahiers
19,matheusfiore
20,elihayes
21,nadiaboff
22,luizk
23,allonsygui
24,hipsterdas11h
25,gabrielpapaleo
26,porcoconceitual
27,joaomflores
28,willandrades
29,bhlpires
30,tiagolopesa
31,diogoserafim
32,yccd
33,joaopedrofaro
34,rafaelcarvalho
35,gustavmenezes
36,tavarespedro
37,eduardo_savella
38,chicofireman
39,cinemanavaranda
40,arnaldobelotto
41,cmerigo
42,alvaroazc
43,fabridoss
44,john_lehtonen
45,guimartins
46,agmcinefilo
47,notdavekehr
48,tedcoolguy7
49,flaviopinto
50,andymalafaia
51,thiagofilardi
52,sandroserpa
53,reatna
54,inner_island
55,ghostman10
56,andrepiresv
57,labuzamovies
58,blackcoffee
59,scumbalina
60,nrh
61,theendofcinema
62,kurtwalker
63,charulata
64,leandrocalbente
65,tiago_superoito
66,agarrett1105
67,dalpizzolo
68,diegomaia
69,rischka
70,michelsimoes
71,danielpilon
72,cani
73,urogi
74,edsoncjr
75,helioflores
76,wolfmansrazor
77,colonelmortimer
78,neilbahadur
79,souzav
80,lsaturn
81,leops33
82,moraesfelipecst
83,chacur
84,ozuteapot
85,tatuurana
86,tavaresz
87,eduardobolzan
88,brunoamato
89,filipe_furtado
