,0
0,fabricioko
1,sergioalpendre
2,fernandapontes
3,jessibento
4,glampris
5,fernando_brito
6,carloseph
7,pc_forever
8,tailan
9,felipefonsecaps
10,jcvasc
11,crislumi
12,raphacubakowic
13,limapaloma
14,leohwan
15,crismiura
16,ailtonmonteiro
17,vebisjr
18,marcelov
19,valeskagsilva
20,leito08
21,timeistheking
22,andrezp
23,belrodrigues
24,maykawamoto
25,luara
26,marcosafelipe
27,chicofireman
28,filipe_furtado
29,yumifw
30,mooritz
31,renatothibes
32,brunoamato
33,marlonndb
34,michelsimoes
