,0
0,dalenogarep
1,bfi
2,outrodantas
3,maura_uai
4,cadburyhedges
5,lastcooldude
6,kev_yu
7,maktubdourado
8,almoes
9,lcrney
10,remuly
11,hianna
12,hugoavelar
13,offthecufff
14,nyanni35
15,lesterhoffa
16,kalinoca
17,simonholmroenne
18,dynash
19,dan_felix
20,rexrobben
21,wonderfulcinema
22,vuintrieri
23,trindade
24,pirs
25,dantast
