,0
0,cicjo
1,stephenebrowne
2,coffeevirus
3,davidlsims
4,magnusbh
5,benmurtun
6,adamnotsandler
7,jepelz26
8,franklombardo
9,larrabee1214
10,seanfennessey
11,mishabeattie
12,menilathrilla
