,0
0,roccoarg
1,matthendo
2,mooseandkip
3,christinawatson
4,gomezamanda
5,grantstanley
6,jmax099
7,krm47
8,brandonkao
9,carterbeardmore
10,jacksafir
11,jyadegar
12,snichol
13,dbilenker
14,ereiter1602
15,dowdow
16,willberman
17,leopo
