,0
0,manulinda
1,poupeedeluxe
2,oleonardoamorim
3,moonymo0n
4,jpzinho
5,natasc
6,marinafzb
7,verachurros
8,pedrao4
9,caahduartes
10,isabelsandoval
11,p0rt3l4
12,michelleschulte
13,letisssgo
14,luisa
15,gpdunham
16,oimperador
17,ripkabarbosa
18,chicofireman
19,pateadib
20,hfette
21,screeningnotes
22,sirheechul
23,vitordornelles
24,avajune
25,retro_ruby
26,katgcr
27,carolfmartins
28,dan_felix
29,davidjrvieira
30,b_conrado
31,thiagoxavier
32,victorv9
33,cadburyhedges
34,nbhdstar
35,joao_ricardo
36,justin_peterson
37,belpetit
38,pedro2so
39,leleporta
40,kev_yu
41,danirlima
42,juliagavillan
43,obafofia
44,wagnerbrito
45,leofd
46,theslackerpanda
47,anicallyns
48,marilianevesv
49,unstookie
50,judamasceno
51,fpedroso
52,ad1ai
53,picklenik
54,adrianagm99
55,lehicksy
56,lastcooldude
57,paulatobs
58,cjprobst83
59,karinementz
60,andresavr
61,cianetha
62,jessimich
63,fsr
64,gabibianco
65,cadurmoura
66,lrsobral
67,tatti
68,lucaslupa
69,thiagoourives
70,hellenadias
71,vafjr87
72,caroldella
73,sarahpaulini
74,guyfranco
75,borbs
76,fagnermorais
77,renatothibes
78,jota
79,rodrigomacedo
80,mimentz
81,samirsalimjr
82,bolivar
83,filipekiss
84,iedamarcondes
85,brunoleoribeiro
86,faneinbox
87,ericfranco
