,0
0,davoarid
1,jjoyce
2,billryan
3,seanmburns
4,cinephile_rob
5,lemeard
6,killaudio
7,notarmondwhite
8,comfortablysmug
9,rrushfield
10,aliarikan
11,haberperson
12,scottierock28
13,hannah_long
14,tjmiles
15,homanclature
16,adlouis
17,confilmbuff
18,andylevy
19,sonnybunch
